player,team,position,caphit_2016-17,caphit_2017-18,salary_2016-17,salary_2017-18,salary_2018-19,salary_2019-20,salary_2020-21
T.J. Tynan,CLB,Center,0.600,0.000,0.600,RFA,,,
Michael Paliotta,NYR,Defence,0.600,0.000,0.600,RFA,,,
Chris Butler,STL,Defence,0.600,0.000,0.600,UFA,,,
Justin Peters,ARI,Goaltender,0.600,0.000,0.600,UFA,,,
Jayson Megna,VAN,Center,0.600,0.000,0.600,UFA,,,
Zac Dalpe,MIN,Center,0.600,0.000,0.600,UFA,,,
Brad Hunt,STL,Defence,0.600,0.000,0.600,UFA,,,
Chris Mueller,ARI,Center,0.600,0.000,0.600,UFA,,,
Michal Rozsival,CHI,Defence,0.600,0.650,0.600,0.650,UFA,,
Brian Strait,WPG,Defence,0.600,0.000,0.600,UFA,,,
Nate Guenin,ANA,Defence,0.600,0.000,0.600,UFA,,,
Ryan Carpenter,SJS,Center,0.600,0.000,0.600,RFA,,,
Andy Miele,PHI,Center,0.600,0.000,0.575,UFA,,,
Nathan Gerbe,NYR,Center,0.600,0.000,0.600,UFA,,,
Steve Bernier,NYI,Right,0.600,0.000,0.600,UFA,,,
Brad Hunt,NAS,Defence,0.600,0.000,0.600,UFA,,,
Michael Sgarbossa,FLA,Center,0.600,0.000,0.600,UFA,,,
Ben Street,DET,Center,0.600,0.000,0.600,UFA,,,
Michael Chaput,VAN,Center,0.600,0.000,0.600,RFA,,,
Michael Latta,CHI,Center,0.600,0.000,0.600,UFA,,,
Mike Sislo,COL,Right,0.600,0.000,0.600,UFA,,,
Philip Samuelsson,CAR,Defence,0.600,0.000,0.600,RFA,,,
Jordan Binnington,STL,Goaltender,0.600,0.000,0.600,RFA,,,
Matt Hackett,ANA,Goaltender,0.600,0.000,0.600,UFA,,,
Tim Schaller,BOS,Center,0.600,0.000,0.600,RFA,,,
Troy Grosenick,SJS,Goaltender,0.600,0.000,0.600,UFA,,,
Nick Shore,LAK,Center,0.600,0.000,0.600,RFA,,,
Joe Whitney,ARI,Right,0.600,0.000,0.600,UFA,,,
Andrew Agozzino,STL,Left,0.600,0.000,0.600,UFA,,,
Craig Cunningham,ARI,Right,0.600,0.000,0.600,RFA,,,
Alex Broadhurst,CLB,Center,0.600,0.000,0.600,RFA,,,
Tommy Cross,BOS,Defence,0.600,0.000,0.600,UFA,,,
Tyler Randell,BOS,Right,0.600,0.000,0.600,RFA,,,
Zack Stortini,SJS,Right,0.600,0.000,0.600,UFA,,,
Alexandre Grenier,VAN,Right,0.600,0.000,0.600,RFA,,,
Brenden Kichton,WPG,Defence,0.600,0.000,0.600,RFA,,,
David Musil,EDM,Defence,0.600,0.000,0.600,RFA,,,
Stefan Noesen,ANA,Right,0.600,0.000,0.600,RFA,,,
Chad Billins,VAN,Defence,0.600,0.000,0.600,UFA,,,
Reece Scarlett,FLA,Defence,0.600,0.000,0.600,RFA,,,
Andrew Crescenzi,LAK,Center,0.600,0.000,0.600,RFA,,,
Mitch Callahan,DET,Right,0.600,0.000,0.600,RFA,,,
Taylor Fedun,BUF,Defence,0.600,0.000,0.600,UFA,,,
Mark McNeill,DAL,Center,0.600,0.000,0.600,RFA,,,
Patrick Cannone,MIN,Center,0.600,0.000,0.600,UFA,,,
Stefan Noesen,NJD,Right,0.600,0.000,0.600,RFA,,,
Marek Hrivik,NYR,Left,0.600,0.000,0.600,RFA,,,
Maxime Lagace,DAL,Goaltender,0.600,0.000,0.600,RFA,,,
Mat Bodie,BUF,Defence,0.600,0.000,0.600,UFA,,,
Garret Ross,ARI,Left,0.600,0.000,0.600,RFA,,,
Lukas Sedlak,CLB,Center,0.600,0.825,0.600,0.800,0.850,RFA,
Brent Regner,FLA,Defence,0.600,0.000,0.600,UFA,,,
Alex Grant,BOS,Defence,0.600,0.000,0.600,UFA,,,
Justin Fontaine,EDM,Right,0.600,0.000,0.600,UFA,,,
Chris Summers,NYR,Defence,0.600,0.000,0.600,UFA,,,
Mat Clark,COL,Defence,0.600,0.000,0.600,RFA,,,
Michael Sgarbossa,ANA,Center,0.600,0.000,0.600,RFA,,,
Jim O'Brien,COL,Center,0.600,0.000,0.600,UFA,,,
Peter Budaj,TBL,Goaltender,0.600,0.000,0.600,UFA,,,
Jakub Nakladal,CAR,Defence,0.600,0.000,0.600,UFA,,,
Derek Ryan,CAR,Center,0.600,0.000,0.600,UFA,,,
Zac Dalpe,CLB,Center,0.600,0.000,0.600,UFA,,,
Peter Budaj,LAK,Goaltender,0.600,0.000,0.600,UFA,,,
Dustin Tokarski,ANA,Goaltender,0.600,0.650,0.600,0.650,UFA,,
Nicklas Jensen,NYR,Left,0.600,0.000,0.600,RFA,,,
Josh Jooris,ARI,Center,0.600,0.000,0.600,RFA,,,
Adam Clendening,NYR,Defence,0.600,0.000,0.600,RFA,,,
Adam Cracknell,DAL,Right,0.600,0.675,0.600,0.675,UFA,,
Chad Nehring,OTT,Center,0.600,0.000,0.600,UFA,,,
Cole Schneider,BUF,Center,0.600,0.000,0.600,RFA,,,
Joel Hanley,MTL,Defence,0.600,0.000,0.600,RFA,,,
Frank Corrado,PIT,Defence,0.600,0.000,0.600,RFA,,,
Drew Shore,VAN,Center,0.600,0.000,0.600,RFA,,,
Guillaume Gelinas,MIN,Defence,0.597,0.000,0.605,RFA,,,
Frederick Gaudreau,NAS,Center,0.595,0.000,0.595,RFA,,,
Cody Donaghey,OTT,Defence,0.592,0.592,0.625,0.575,0.575,RFA,
Andy Andreoff,LAK,Left,0.588,0.000,0.600,RFA,,,
Scott Darling,CHI,Goaltender,0.588,0.000,0.600,UFA,,,
Seth Helgeson,NJD,Defence,0.588,0.000,0.600,RFA,,,
Scott Wedgewood,NJD,Goaltender,0.588,0.000,0.600,RFA,,,
Garrett Mitchell,WAS,Right,0.588,0.000,0.600,RFA,,,
Nick Jensen,DET,Defence,0.588,0.812,0.600,0.800,0.825,UFA,
Max Friberg,MTL,Left,0.588,0.000,0.600,RFA,,,
Samuel Henley,COL,Right,0.587,0.000,0.590,RFA,,,
Jake Chelios,CAR,Defence,0.585,0.000,0.585,RFA,,,
Jordan Oesterle,EDM,Defence,0.585,0.000,0.585,RFA,,,
Evan McEneny,VAN,Defence,0.585,0.000,0.575,RFA,,,
Jean-Sebastien Dea,PIT,Center,0.585,0.000,0.575,RFA,,,
Kurtis MacDermid,LAK,Defence,0.578,0.000,0.575,RFA,,,
Mike Condon,OTT,Goaltender,0.575,0.000,0.575,UFA,,,
Borna Rendulic,VAN,Center,0.575,0.000,0.575,RFA,,,
Marek Mazanec,NAS,Goaltender,0.575,0.000,0.575,RFA,,,
Luke Witkowski,TBL,Defence,0.575,0.000,0.575,UFA,,,
Sam Carrick,ANA,Center,0.575,0.000,0.575,RFA,,,
Stuart Percy,PIT,Defence,0.575,0.000,0.575,RFA,,,
Jeff Schultz,ANA,Defence,0.575,0.000,0.575,UFA,,,
Dennis Rasmussen,CHI,Center,0.575,0.000,0.575,RFA,,,
Eric Boulton,NYI,Left,0.575,0.000,0.575,UFA,,,
Cory Conacher,TBL,Center,0.575,0.000,0.575,UFA,,,
Connor Jones,NYI,Center,0.575,0.000,0.575,UFA,,,
Pierre-Cedric Labrie,CHI,Left,0.575,0.000,0.575,UFA,,,
Bobby Farnham,MTL,Center,0.575,0.000,0.575,UFA,,,
Lars Johansson,CHI,Goaltender,0.575,0.000,0.575,UFA,,,
Mike McKenna,FLA,Goaltender,0.575,0.000,0.575,UFA,,,
Wade Megan,STL,Center,0.575,0.000,0.575,RFA,,,
Richard Bachman,VAN,Goaltender,0.575,0.650,0.575,0.650,UFA,,
Yanni Gourde,TBL,Center,0.575,0.000,0.575,RFA,,,
Travis Morin,DAL,Center,0.575,0.000,0.575,UFA,,,
Cameron Gaunce,PIT,Defence,0.575,0.000,0.575,UFA,,,
Matt Irwin,NAS,Defence,0.575,0.650,0.575,0.650,UFA,,
Edward Pasquale,DET,Goaltender,0.575,0.000,0.575,RFA,,,
Greg Carey,PHI,Center,0.575,0.650,0.575,0.650,0.650,UFA,
Brad Malone,STL,Center,0.575,0.000,0.575,UFA,,,
Nicklas Grossmann,CGY,Defence,0.575,0.000,0.575,UFA,,,
Gabriel Dumont,TBL,Center,0.575,0.000,0.575,RFA,,,
Ryan Carter,MIN,Center,0.575,0.000,0.575,UFA,,,
Garrett Wilson,PIT,Left,0.575,0.000,0.575,RFA,,,
Cameron Schilling,LAK,Defence,0.575,0.000,0.575,UFA,,,
Steve Oleksy,PIT,Defence,0.575,0.000,0.575,UFA,,,
Harry Zolnierczyk,NAS,Left,0.575,0.000,0.575,UFA,,,
Andrew MacWilliam,NJD,Defence,0.575,0.000,0.575,UFA,,,
Kristers Gudlevskis,TBL,Goaltender,0.575,0.000,0.575,RFA,,,
Brandon Mashinter,CHI,Center,0.575,0.000,0.575,UFA,,,
Ryan Faragher,ANA,Goaltender,0.575,0.000,0.575,RFA,,,
Mark Fraser,EDM,Defence,0.575,0.000,0.575,UFA,,,
Tim Erixon,PIT,Defence,0.575,0.000,0.575,RFA,,,
Tye McGinn,TBL,Left,0.575,0.000,0.575,RFA,,,
Jordan Caron,STL,Right,0.575,0.000,0.575,RFA,,,
Tanner Richard,TBL,Center,0.575,0.000,0.575,RFA,,,
Mike Condon,PIT,Goaltender,0.575,0.000,0.575,UFA,,,
Turner Elson,COL,Left,0.575,0.000,0.575,RFA,,,
Alex Friesen,STL,Center,0.575,0.000,0.575,RFA,,,
Daniel Catenacci,NYR,Center,0.575,0.000,0.575,RFA,,,
Christian Thomas,WAS,Right,0.575,0.000,0.575,RFA,,,
Morgan Ellis,STL,Defence,0.575,0.000,0.575,RFA,,,
Kevin Porter,PIT,Center,0.575,0.000,0.575,UFA,,,
Joe Cannata,COL,Goaltender,0.575,0.000,0.575,UFA,,,
Chris Conner,PHI,Center,0.575,0.000,0.575,UFA,,,
Chris Bourque,WAS,Center,0.575,0.000,0.575,UFA,,,
Adam Payerl,NAS,Center,0.575,0.000,0.575,RFA,,,
Dan Kelly,SJS,Defence,0.575,0.000,0.575,UFA,,,
Carter Camper,NJD,Center,0.575,0.000,0.575,UFA,,,
Matej Stransky,DAL,Right,0.575,0.000,0.575,RFA,,,
Austin Watson,NAS,Left,0.575,0.000,0.575,RFA,,,
Mike Halmo,TBL,Left,0.575,0.000,0.575,RFA,,,
Reid McNeill,STL,Defence,0.575,0.000,0.575,RFA,,,
Stanislav Galiev,WAS,Right,0.575,0.000,0.575,RFA,,,
Darren Dietz,WAS,Defence,0.575,0.000,0.575,UFA,,,
Garret Sparks,TOR,Goaltender,0.575,0.000,0.575,RFA,,,
Tom Nilsson,VAN,Defence,0.575,0.000,0.575,RFA,,,
Vincent Loverde,LAK,Defence,0.575,0.000,0.575,UFA,,,
Danny Kristo,CAR,Right,0.575,0.000,0.575,UFA,,,
Michael Bournival,TBL,Left,0.575,0.000,0.575,RFA,,,
Chad Ruhwedel,PIT,Defence,0.575,0.000,0.575,UFA,,,
Pierre-Luc Letourneau-Leblond,TBL,Left,0.575,0.000,0.575,UFA,,,
Jacob Doty,STL,Center,0.575,0.000,0.575,RFA,,,
Joel Vermin,TBL,Right,0.575,0.000,0.575,RFA,,,
Karl Stollery,NJD,Defence,0.575,0.000,0.575,UFA,,,
Paul Carey,WAS,Center,0.575,0.000,0.575,UFA,,,
Matt Taormina,TBL,Defence,0.575,0.000,0.575,UFA,,,
Paul Thompson,FLA,Right,0.575,0.000,0.575,UFA,,,
Byron Froese,TOR,Center,0.575,0.000,0.575,RFA,,,
Mike Liambas,NAS,Left,0.575,0.000,0.575,UFA,,,
Adam Pardy,NAS,Defence,0.575,0.000,0.575,UFA,,,
Oleg Yevenko,CLB,Defence,0.575,0.000,0.575,RFA,,,
Andrew Campbell,TOR,Defence,0.575,0.000,0.575,UFA,,,
Tom Sestito,PIT,Left,0.575,0.000,0.575,UFA,,,
Yannick Weber,NAS,Defence,0.575,0.000,0.575,UFA,,,
Jeremy Morin,ARI,Left,0.575,0.000,0.575,RFA,,,
Chris Brown,NYR,Center,0.575,0.000,0.575,RFA,,,
David Warsofsky,PIT,Defence,0.575,0.000,0.575,UFA,,,
Mac Carruth,CHI,Goaltender,0.575,0.000,0.575,RFA,,,
Byron Froese,TBL,Center,0.575,0.000,0.575,RFA,,,
Spencer Abbott,CHI,Right,0.575,0.000,0.575,UFA,,,
Erik Burgdoerfer,BUF,Defence,0.575,0.000,0.575,UFA,,,
Devin Setoguchi,LAK,Right,0.575,0.000,0.575,UFA,,,
Stephen Gionta,NYI,Right,0.575,0.000,0.575,UFA,,,
Marc-Andre Bergeron,CLB,Defence,0.575,0.000,0.575,UFA,,,
Mike McKenna,TBL,Goaltender,0.575,0.000,0.575,UFA,,,
Steve Oleksy,TOR,Defence,0.575,0.000,0.575,UFA,,,
Spencer Abbott,ANA,Right,0.575,0.000,0.575,UFA,,,
Jared Boll,CLB,Right,0.567,0.567,0.567,0.567,,,
15/16 Cap Overage,DET,Left,0.550,0.000,0.550,,,,
Cody Hodgson,BUF,Center,0.542,0.542,0.542,0.417,-0.458,0.792,0.792
Joonas Korpisalo,CLB,Goaltender,0.537,0.000,0.792,RFA,,,
Lauri Korpikoski,EDM,Left,0.500,0.500,0.500,1.000,,,
Eric Nystrom,NAS,Left,0.500,0.500,0.500,1.000,,,
Patrick Maroon,ANA,Left,0.500,0.500,0.500,0.500,,,
15/16 Cap Overage,TOR,Left,0.498,0.000,0.498,,,,
Frank Vatrano,BOS,Center,0.482,0.482,0.792,0.843,RFA,,
Victor Bartley,MIN,Defence,0.370,0.000,0.650,UFA,,,
Daniel Sprong,PIT,Right,0.363,0.363,0.667,0.743,RFA,,
Jakub Kindl,DET,Defence,0.360,0.000,0.360,,,,
15/16 Cap Overage,VAN,Left,0.315,0.000,0.315,,,,
15/16 Cap Overage,TBL,Left,0.314,0.000,0.314,,,,
Rich Clune,NAS,Left,0.283,0.000,0.283,,,,
Tom Gilbert,LAK,Defence,0.280,0.000,0.280,,,,
Ilya Kovalchuk,NJD,Left,0.250,0.250,0.250,0.250,0.250,0.250,0.250
Mark Streit,PHI,Defence,0.247,0.000,0.247,,,,
Mark Fistric,ANA,Defence,0.217,0.217,0.217,0.450,0.450,,
Mikko Rantanen,COL,Right,0.201,0.201,0.925,0.925,0.833,RFA,
15/16 Cap Overage,STL,Left,0.190,0.000,0.190,,,,
Rob Scuderi,LAK,Defence,0.175,0.000,2.500,UFA,,,
Andrew Miller,CAR,Center,0.070,0.000,0.650,UFA,,,
Tomas Nosek,DET,Left,0.056,0.056,0.575,0.650,RFA,,
Sergey Tolchinsky,CAR,Left,0.013,0.013,0.575,0.650,RFA,,
Austin Czarnik,BOS,Center,0.005,0.000,0.843,RFA,,,
Jason Dickinson,DAL,Center,0.005,0.005,0.925,0.833,RFA,,
John Ramage,CLB,Defence,0.003,0.003,0.575,0.650,UFA,,
Colin Campbell,DET,Left,0.000,0.000,RFA,,,,
Anton Volchenkov,NJD,Defence,0.000,0.000,,,,,
Mikhail Grabovski,TOR,Center,0.000,0.000,,,,,
Daniel Briere,PHI,Right,0.000,0.000,,,,,
Keith Ballard,VAN,Defence,0.000,0.000,,,,,
Christian Ehrhoff,BUF,Defence,0.000,0.000,,,,,
Vincent Lecavalier,TBL,Center,0.000,0.000,,,,,
Ilya Bryzgalov,PHI,Goaltender,0.000,0.000,,,,,
Brad Richards,NYR,Center,0.000,0.000,,,,,
Alexander Khokhlachev,BOS,Center,0.000,0.000,RFA,,,,
Steve Montador,CHI,Defence,0.000,0.000,,,,,
Ville Leino,BUF,Left,0.000,0.000,,,,,
Rick DiPietro,NYI,Goaltender,0.000,0.000,,,,,
Valeri Nichushkin,DAL,Right,0.000,0.000,RFA,,,,
Taylor Aronson,NAS,Defence,0.000,0.000,RFA,,,,
Dominik Uher,PIT,Center,0.000,0.000,RFA,,,,
Louis-Marc Aubry,DET,Center,0.000,0.000,RFA,,,,
Johan Gustafsson,MIN,Goaltender,0.000,0.000,RFA,,,,
Johan Sundstrom,NYI,Center,0.000,0.000,RFA,,,,
Ludwig Blomstrand,VAN,Left,0.000,0.000,RFA,,,,
Carl Klingberg,NYR,Left,0.000,0.000,UFA IV,,,,
Maxim Lamarche,PHI,Defence,0.000,0.000,RFA,,,,
Kirill Petrov,NYI,Right,0.000,0.000,RFA,,,,
Vincent Lecavalier,LAK,Center,0.000,0.000,3.000,3.000,UFA,,
Stefan Elliott,NAS,Defence,0.000,0.000,RFA,,,,
Vincent Lecavalier,PHI,Center,0.000,0.000,2.250,2.250,,,
Jared Cowen,TOR,Defence,-0.650,-0.650,-0.650,0.750,,,
